name,class,category,memory,vcpu,Physical Processor,clock_speed_ghz,Instance Storage,Network Performance,Availability Zones,price,1y_noup,1y_fullup,3y_noup,3y_fullup,avg_cost,burstable_cpu,cpu_vendor,instance_storage_type,storage_readops,storage_writeops,storage_size_per_device,storage_devices,ebs_base_throughput,ebs_base_iops,ebs_burst_throughput,ebs_burst_iops,network_upto,network_speed,network_speed_burst,Network_Perf,network_devices,consider,comment
m6g.medium,m6g,cpu,4,1,AWS Graviton2 Processor,0,EBS only,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.0385,0.0241,0.0225,0.0167,0.0146,0.505844155844156,FALSE,graviton,other,0,0,0,0,39.38,2500,593.75,20000,TRUE,0.5,10,10,1,TRUE,
m6g.large,m6g,cpu,8,2,AWS Graviton2 Processor,0,EBS only,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.077,0.0483,0.0451,0.0335,0.0291,0.506493506493507,FALSE,graviton,other,0,0,0,0,78.75,3600,593.75,20000,TRUE,0.75,10,10,1,TRUE,
m6g.xlarge,m6g,cpu,16,4,AWS Graviton2 Processor,0,EBS only,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.154,0.0966,0.0902,0.0669,0.0583,0.506493506493507,FALSE,graviton,other,0,0,0,0,148.5,6000,593.75,20000,TRUE,1.25,10,10,1,TRUE,
m6g.2xlarge,m6g,cpu,32,8,AWS Graviton2 Processor,0,EBS only,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.308,0.1932,0.1804,0.1339,0.1165,0.506493506493507,FALSE,graviton,other,0,0,0,0,296.88,12000,593.75,20000,TRUE,2.5,10,10,1,TRUE,
m6g.4xlarge,m6g,cpu,64,16,AWS Graviton2 Processor,0,EBS only,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.616,0.3864,0.3606,0.2678,0.2331,0.506452922077922,FALSE,graviton,other,0,0,0,0,593.75,20000,593.75,20000,TRUE,5,10,10,1,TRUE,
m6g.8xlarge,m6g,cpu,128,32,AWS Graviton2 Processor,0,EBS only,12 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",1.232,0.7728,0.7212,0.5356,0.4661,0.50643262987013,FALSE,graviton,other,0,0,0,0,1187.5,40000,1187.5,40000,FALSE,12,12,12,1,TRUE,
m6g.12xlarge,m6g,cpu,192,48,AWS Graviton2 Processor,0,EBS only,20 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",1.848,1.1592,1.082,0.8033,0.6992,0.506452922077922,FALSE,graviton,other,0,0,0,0,1781.25,50000,1781.25,50000,FALSE,20,20,20,1,TRUE,
m6g.16xlarge,m6g,cpu,256,64,AWS Graviton2 Processor,0,EBS only,25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",2.464,1.5456,1.4426,1.0711,0.9323,0.506452922077922,FALSE,graviton,other,0,0,0,0,2375,80000,2375,80000,FALSE,25,25,25,1,TRUE,
m6g.metal,m6g,cpu,256,64,AWS Graviton2 Processor,0,EBS only,25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",2.464,1.5456,1.4426,1.0711,0.9323,0.506452922077922,FALSE,graviton,other,0,0,0,0,2375,80000,2375,80000,FALSE,25,25,25,1,TRUE,
m6gd.medium,m6gd,cpu,4,1,AWS Graviton2 Processor,2.5,59 GB                 NVMe SSD,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.0452,0.0285,0.0266,0.0195,0.017,0.506637168141593,FALSE,graviton,nvme,13438,5625,59,1,39.38,2500,593.75,20000,TRUE,0.5,10,10,1,TRUE,
m6gd.large,m6gd,cpu,8,2,AWS Graviton2 Processor,2.5,118 GB                 NVMe SSD,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.0904,0.057,0.0532,0.0391,0.034,0.506913716814159,FALSE,graviton,nvme,26875,11250,118,1,78.75,3600,593.75,20000,TRUE,0.75,10,10,1,TRUE,
m6gd.xlarge,m6gd,cpu,16,4,AWS Graviton2 Processor,2.5,237 GB                 NVMe SSD,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.1808,0.1139,0.1063,0.0781,0.068,0.50649889380531,FALSE,graviton,nvme,53750,22500,237,1,148.5,6000,593.75,20000,TRUE,1.25,10,10,1,TRUE,
m6gd.2xlarge,m6gd,cpu,32,8,AWS Graviton2 Processor,2.5,474 GB                 NVMe SSD,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.3616,0.2278,0.2127,0.1562,0.136,0.506568030973451,FALSE,graviton,nvme,107500,45000,474,1,296.88,12000,593.75,20000,TRUE,2.5,10,10,1,TRUE,
m6gd.4xlarge,m6gd,cpu,64,16,AWS Graviton2 Processor,2.5,950 GB                 NVMe SSD,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.7232,0.4556,0.4252,0.3124,0.2719,0.506464325221239,FALSE,graviton,nvme,215000,90000,950,1,593.75,20000,593.75,20000,TRUE,5,10,10,1,TRUE,
m6gd.8xlarge,m6gd,cpu,128,32,AWS Graviton2 Processor,2.5,1900 GB                 NVMe SSD,12 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",1.4464,0.9112,0.8505,0.6248,0.5438,0.506481609513274,FALSE,graviton,nvme,430000,180000,1900,1,1187.5,40000,1187.5,40000,FALSE,12,12,12,1,TRUE,
m6gd.12xlarge,m6gd,cpu,192,48,AWS Graviton2 Processor,2.5,2850 GB                 (2 * 1425 GB NVMe SSD),20 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",2.1696,1.3668,1.2757,0.9373,0.8158,0.50649889380531,FALSE,graviton,nvme,645000,270000,1425,2,1781.25,50000,1781.25,50000,FALSE,20,20,20,1,TRUE,
m6gd.16xlarge,m6gd,cpu,256,64,AWS Graviton2 Processor,2.5,3800 GB                 (2 * 1900 GB NVMe SSD),25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",2.8928,1.8225,1.7009,1.2497,1.0877,0.50649889380531,FALSE,graviton,nvme,860000,360000,1900,2,2375,80000,2375,80000,FALSE,25,25,25,1,TRUE,
m6gd.metal,m6gd,cpu,256,64,AWS Graviton2 Processor,2.5,3800 GB                 (2 * 1900 GB NVMe SSD),25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",2.8928,1.8225,1.7009,1.2497,1.0877,0.50649889380531,FALSE,graviton,nvme,860000,360000,1900,2,2375,80000,2375,80000,FALSE,25,25,25,1,TRUE,
m6i.large,m6i,cpu,8,2,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 12.5 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.096,0.0635,0.0592,0.0435,0.0379,0.531510416666667,FALSE,intel,other,0,0,0,0,81.25,3600,1250,40000,TRUE,0.781,12.5,12.5,1,TRUE,
m6i.xlarge,m6i,cpu,16,4,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 12.5 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.192,0.127,0.1185,0.0871,0.0758,0.531770833333333,FALSE,intel,other,0,0,0,0,156.25,6000,1250,40000,TRUE,1.562,12.5,12.5,1,TRUE,
m6i.2xlarge,m6i,cpu,32,8,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 12.5 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.384,0.254,0.2371,0.1742,0.1516,0.5318359375,FALSE,intel,other,0,0,0,0,312.5,12000,1250,40000,TRUE,3.125,12.5,12.5,1,TRUE,
m6i.4xlarge,m6i,cpu,64,16,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 12.5 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.768,0.508,0.4742,0.3484,0.3032,0.5318359375,FALSE,intel,other,0,0,0,0,625,20000,1250,40000,TRUE,6.25,12.5,12.5,1,TRUE,
m6i.8xlarge,m6i,cpu,128,32,Intel Xeon 8375C (Ice Lake),3.5,EBS only,12.5 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",1.536,1.0161,0.9483,0.6967,0.6064,0.531819661458333,FALSE,intel,other,0,0,0,0,1250,40000,1250,40000,FALSE,12.5,12.5,12.5,1,TRUE,
m6i.12xlarge,m6i,cpu,192,48,Intel Xeon 8375C (Ice Lake),3.5,EBS only,18.75 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",2.304,1.5241,1.4225,1.0451,0.9096,0.531825086805556,FALSE,intel,other,0,0,0,0,1875,60000,1875,60000,FALSE,18.75,18.75,18.75,1,TRUE,
m6i.16xlarge,m6i,cpu,256,64,Intel Xeon 8375C (Ice Lake),3.5,EBS only,25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",3.072,2.0321,1.8967,1.3935,1.2128,0.531827799479167,FALSE,intel,other,0,0,0,0,2500,80000,2500,80000,FALSE,25,25,25,1,TRUE,
m6i.24xlarge,m6i,cpu,384,96,Intel Xeon 8375C (Ice Lake),3.5,EBS only,37.5 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",4.608,3.0482,2.845,2.0902,1.8193,0.531830512152778,FALSE,intel,other,0,0,0,0,3750,120000,3750,120000,FALSE,37.5,37.5,37.5,1,TRUE,
m6i.32xlarge,m6i,cpu,512,128,Intel Xeon 8375C (Ice Lake),3.5,EBS only,50 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",6.144,4.0643,3.7933,2.7869,2.4256,0.53182373046875,FALSE,intel,other,0,0,0,0,5000,160000,5000,160000,FALSE,50,50,50,1,TRUE,
m6i.metal,m6i,cpu,512,128,Intel Xeon 8375C (Ice Lake),3.5,EBS only,50 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",6.144,4.0643,3.7933,2.7869,2.4256,0.53182373046875,FALSE,intel,other,0,0,0,0,5000,160000,5000,160000,FALSE,50,50,50,1,TRUE,
m6id.large,m6id,cpu,8,2,Intel Xeon 8375C (Ice Lake),3.5,118 GB                 NVMe SSD,Up to 12.5 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.1187,0.0747,0.0697,0.0513,0.0446,0.506107834877843,FALSE,intel,nvme,33542,16771,118,1,81.25,3600,1250,40000,TRUE,0.781,12.5,12.5,1,TRUE,
m6id.xlarge,m6id,cpu,16,4,Intel Xeon 8375C (Ice Lake),3.5,237 GB                 NVMe SSD,Up to 12.5 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.2373,0.1495,0.1395,0.1025,0.0892,0.506426464391066,FALSE,intel,nvme,67083,33542,237,1,156.25,6000,1250,40000,TRUE,1.562,12.5,12.5,1,TRUE,
m6id.2xlarge,m6id,cpu,32,8,Intel Xeon 8375C (Ice Lake),3.5,474 GB                 NVMe SSD,Up to 12.5 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.4746,0.299,0.2791,0.205,0.1785,0.50653181626633,FALSE,intel,nvme,134167,67084,474,1,312.5,12000,1250,40000,TRUE,3.125,12.5,12.5,1,TRUE,
m6id.4xlarge,m6id,cpu,64,16,Intel Xeon 8375C (Ice Lake),3.5,950 GB                 NVMe SSD,Up to 12.5 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.9492,0.598,0.5581,0.4101,0.3569,0.506505478297514,FALSE,intel,nvme,268333,134167,950,1,625,20000,1250,40000,TRUE,6.25,12.5,12.5,1,TRUE,
m6id.8xlarge,m6id,cpu,128,32,Intel Xeon 8375C (Ice Lake),3.5,1900 GB                 NVMe SSD,12.5 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",1.8984,1.196,1.1162,0.8201,0.7138,0.506492309313106,FALSE,intel,nvme,536666,268334,1900,1,1250,40000,1250,40000,FALSE,12.5,12.5,12.5,1,TRUE,
m6id.12xlarge,m6id,cpu,192,48,Intel Xeon 8375C (Ice Lake),3.5,2850 GB                 (2 * 1425 GB NVMe SSD),18.75 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",2.8476,1.794,1.6744,1.2302,1.0707,0.506505478297514,FALSE,intel,nvme,804998,402500,1425,2,1875,60000,1875,60000,FALSE,18.75,18.75,18.75,1,TRUE,
m6id.16xlarge,m6id,cpu,256,64,Intel Xeon 8375C (Ice Lake),3.5,3800 GB                 (2 * 1900 GB NVMe SSD),25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",3.7968,2.392,2.2325,1.6402,1.4276,0.50649889380531,FALSE,intel,nvme,1073332,536668,1900,2,2500,80000,2500,80000,FALSE,25,25,25,1,TRUE,
m6id.24xlarge,m6id,cpu,384,96,Intel Xeon 8375C (Ice Lake),3.5,5700 GB                 (4 * 1425 GB NVMe SSD),37.5 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",5.6952,3.588,3.3487,2.4603,2.1414,0.506496698974575,FALSE,intel,nvme,1609996,805000,1425,4,3750,120000,3750,120000,FALSE,37.5,37.5,37.5,1,TRUE,
m6id.32xlarge,m6id,cpu,512,128,Intel Xeon 8375C (Ice Lake),3.5,7600 GB                 (4 * 1900 GB NVMe SSD),50 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",7.5936,4.784,4.4651,3.2804,2.8552,0.506502186051412,FALSE,intel,nvme,2146664,1073336,1900,4,5000,160000,5000,160000,FALSE,50,50,50,1,TRUE,
m6id.metal,m6id,cpu,512,128,Intel Xeon 8375C (Ice Lake),3.5,7600 GB                 (4 * 1900 GB NVMe SSD),50 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",7.5936,4.784,4.4651,3.2804,2.8552,0.506502186051412,FALSE,intel,nvme,2146664,1073336,1900,4,5000,160000,5000,160000,FALSE,50,50,50,1,TRUE,
m6idn.large,m6idn,cpu,8,2,Intel Xeon 8375C (Ice Lake),3.5,118 GB                 NVMe SSD,Up to 25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.1591,0.1003,0.0936,0.0619,0.0538,0.486486486486487,FALSE,intel,nvme,33542,16771,118,1,195.31,6250,3125,100000,TRUE,3.125,25,25,1,TRUE,
m6idn.xlarge,m6idn,cpu,16,4,Intel Xeon 8375C (Ice Lake),3.5,237 GB                 NVMe SSD,Up to 30 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.3182,0.2005,0.1871,0.1237,0.1077,0.486329352608422,FALSE,intel,nvme,67083,33542,237,1,390.62,12500,3125,100000,TRUE,6.25,30,30,1,TRUE,
m6idn.2xlarge,m6idn,cpu,32,8,Intel Xeon 8375C (Ice Lake),3.5,474 GB                 NVMe SSD,Up to 40 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.6365,0.401,0.3742,0.2475,0.2154,0.486292223095051,FALSE,intel,nvme,134167,67084,474,1,781.25,25000,3125,100000,TRUE,12.5,40,40,1,TRUE,
m6idn.4xlarge,m6idn,cpu,64,16,Intel Xeon 8375C (Ice Lake),3.5,950 GB                 NVMe SSD,Up to 50 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",1.273,0.802,0.7485,0.4949,0.4308,0.486292223095051,FALSE,intel,nvme,268333,134167,950,1,1562.5,50000,3125,100000,TRUE,25,50,50,1,TRUE,
m6idn.8xlarge,m6idn,cpu,128,32,Intel Xeon 8375C (Ice Lake),3.5,1900 GB                 NVMe SSD,50 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",2.5459,1.6039,1.497,0.9899,0.8615,0.486301504379591,FALSE,intel,nvme,536666,268334,1900,1,3125,100000,3125,100000,FALSE,50,50,50,1,TRUE,
m6idn.12xlarge,m6idn,cpu,192,48,Intel Xeon 8375C (Ice Lake),3.5,2850 GB                 (2 * 1425 GB NVMe SSD),75 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",3.8189,2.4059,2.2455,1.4848,1.2923,0.486298410537066,FALSE,intel,nvme,804998,402500,1425,2,4687.5,150000,4687.5,150000,FALSE,75,75,75,1,TRUE,
m6idn.16xlarge,m6idn,cpu,256,64,Intel Xeon 8375C (Ice Lake),3.5,3800 GB                 (2 * 1900 GB NVMe SSD),100 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",5.0918,3.2079,2.9939,1.9797,1.7231,0.486301504379591,FALSE,intel,nvme,1073332,536668,1900,2,6250,200000,6250,200000,FALSE,100,100,100,1,TRUE,
m6idn.24xlarge,m6idn,cpu,384,96,Intel Xeon 8375C (Ice Lake),3.5,5700 GB                 (4 * 1425 GB NVMe SSD),150 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",7.6378,4.8118,4.491,2.9696,2.5846,0.486298410537066,FALSE,intel,nvme,1609996,805000,1425,4,9375,300000,9375,300000,FALSE,150,150,150,1,TRUE,
m6idn.32xlarge,m6idn,cpu,512,128,Intel Xeon 8375C (Ice Lake),3.5,7600 GB                 (4 * 1900 GB NVMe SSD),200 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",10.1837,6.4157,5.988,3.9594,3.4462,0.486299183990102,FALSE,intel,nvme,2146664,1073336,1900,4,12500,400000,12500,400000,FALSE,200,200,200,1,TRUE,
m6idn.metal,m6idn,cpu,512,128,Intel Xeon 8375C (Ice Lake),3.5,7600 GB                 (4 * 1900 GB NVMe SSD),200 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",10.1837,6.4157,5.988,3.9594,3.4462,0.486299183990102,FALSE,intel,nvme,2146664,1073336,1900,4,12500,400000,12500,400000,FALSE,200,200,200,1,TRUE,
m6in.large,m6in,cpu,8,2,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.1392,0.0877,0.0818,0.0537,0.0467,0.484734195402299,FALSE,intel,other,0,0,0,0,195.31,6250,3125,100000,TRUE,3.125,25,25,1,TRUE,
m6in.xlarge,m6in,cpu,16,4,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 30 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.2785,0.1754,0.1637,0.1073,0.0934,0.484560143626571,FALSE,intel,other,0,0,0,0,390.62,12500,3125,100000,TRUE,6.25,30,30,1,TRUE,
m6in.2xlarge,m6in,cpu,32,8,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 40 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.5569,0.3509,0.3275,0.2147,0.1868,0.484781827976297,FALSE,intel,other,0,0,0,0,781.25,25000,3125,100000,TRUE,12.5,40,40,1,TRUE,
m6in.4xlarge,m6in,cpu,64,16,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 50 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",1.1138,0.7017,0.6549,0.4293,0.3737,0.484736936613396,FALSE,intel,other,0,0,0,0,1562.5,50000,3125,100000,TRUE,25,50,50,1,TRUE,
m6in.8xlarge,m6in,cpu,128,32,Intel Xeon 8375C (Ice Lake),3.5,EBS only,50 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",2.2277,1.4034,1.3099,0.8587,0.7474,0.484737621762356,FALSE,intel,other,0,0,0,0,3125,100000,3125,100000,FALSE,50,50,50,1,TRUE,
m6in.12xlarge,m6in,cpu,192,48,Intel Xeon 8375C (Ice Lake),3.5,EBS only,75 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",3.3415,2.1052,1.9648,1.288,1.121,0.484737393386204,FALSE,intel,other,0,0,0,0,4687.5,150000,4687.5,150000,FALSE,75,75,75,1,TRUE,
m6in.16xlarge,m6in,cpu,256,64,Intel Xeon 8375C (Ice Lake),3.5,EBS only,100 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",4.4554,2.8069,2.6197,1.7173,1.4947,0.484726399425416,FALSE,intel,other,0,0,0,0,6250,200000,6250,200000,FALSE,100,100,100,1,TRUE,
m6in.24xlarge,m6in,cpu,384,96,Intel Xeon 8375C (Ice Lake),3.5,EBS only,150 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",6.683,4.2103,3.9297,2.576,2.2421,0.484741134221158,FALSE,intel,other,0,0,0,0,9375,300000,9375,300000,FALSE,150,150,150,1,TRUE,
m6in.32xlarge,m6in,cpu,512,128,Intel Xeon 8375C (Ice Lake),3.5,EBS only,200 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",8.9107,5.6137,5.2395,3.4346,2.9894,0.484731839249442,FALSE,intel,other,0,0,0,0,12500,400000,12500,400000,FALSE,200,200,200,1,TRUE,
m6in.metal,m6in,cpu,512,128,Intel Xeon 8375C (Ice Lake),3.5,EBS only,200 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",8.9107,5.6137,5.2395,3.4346,2.9894,0.484731839249442,FALSE,intel,other,0,0,0,0,12500,400000,12500,400000,FALSE,200,200,200,1,TRUE,
m7a.medium,m7a,cpu,4,1,AMD EPYC 9R14 Processor,3.7,EBS only,Up to 12.5 Gigabit,"use1-az2, use1-az4, use1-az5, use1-az6",0.058,0.0383,0.0357,0.0263,0.0229,0.531034482758621,FALSE,amd,other,0,0,0,0,40.62,2500,1250,40000,TRUE,0.39,12.5,12.5,1,TRUE,
m7a.large,m7a,cpu,8,2,AMD EPYC 9R14 Processor,3.7,EBS only,Up to 12.5 Gigabit,"use1-az2, use1-az4, use1-az5, use1-az6",0.1159,0.0767,0.0716,0.0526,0.0458,0.53213977566868,FALSE,amd,other,0,0,0,0,81.25,3600,1250,40000,TRUE,0.781,12.5,12.5,1,TRUE,
m7a.xlarge,m7a,cpu,16,4,AMD EPYC 9R14 Processor,3.7,EBS only,Up to 12.5 Gigabit,"use1-az2, use1-az4, use1-az5, use1-az6",0.2318,0.1534,0.1432,0.1052,0.0915,0.532031924072476,FALSE,amd,other,0,0,0,0,156.25,6000,1250,40000,TRUE,1.562,12.5,12.5,1,TRUE,
m7a.2xlarge,m7a,cpu,32,8,AMD EPYC 9R14 Processor,3.7,EBS only,Up to 12.5 Gigabit,"use1-az2, use1-az4, use1-az5, use1-az6",0.4637,0.3067,0.2863,0.2103,0.1831,0.531809359499676,FALSE,amd,other,0,0,0,0,312.5,12000,1250,40000,TRUE,3.125,12.5,12.5,1,TRUE,
m7a.4xlarge,m7a,cpu,64,16,AMD EPYC 9R14 Processor,3.7,EBS only,Up to 12.5 Gigabit,"use1-az2, use1-az4, use1-az5, use1-az6",0.9274,0.6135,0.5726,0.4207,0.3661,0.531836316583998,FALSE,amd,other,0,0,0,0,625,20000,1250,40000,TRUE,6.25,12.5,12.5,1,TRUE,
m7a.8xlarge,m7a,cpu,128,32,AMD EPYC 9R14 Processor,3.7,EBS only,12.5 Gigabit,"use1-az2, use1-az4, use1-az5, use1-az6",1.8547,1.2269,1.1451,0.8413,0.7322,0.5318245538362,FALSE,amd,other,0,0,0,0,1250,40000,1250,40000,FALSE,12.5,12.5,12.5,1,TRUE,
m7a.12xlarge,m7a,cpu,192,48,AMD EPYC 9R14 Processor,3.7,EBS only,18.75 Gigabit,"use1-az2, use1-az4, use1-az5, use1-az6",2.7821,1.8403,1.7177,1.2619,1.0984,0.53181948887531,FALSE,amd,other,0,0,0,0,1875,60000,1875,60000,FALSE,18.75,18.75,18.75,1,TRUE,
m7a.16xlarge,m7a,cpu,256,64,AMD EPYC 9R14 Processor,3.7,EBS only,25 Gigabit,"use1-az2, use1-az4, use1-az5, use1-az6",3.7094,2.4538,2.2902,1.6826,1.4645,0.531831293470642,FALSE,amd,other,0,0,0,0,2500,80000,2500,80000,FALSE,25,25,25,1,TRUE,
m7a.24xlarge,m7a,cpu,384,96,AMD EPYC 9R14 Processor,3.7,EBS only,37.5 Gigabit,"use1-az2, use1-az4, use1-az5, use1-az6",5.5642,3.6807,3.4353,2.5239,2.1967,0.53181948887531,FALSE,amd,other,0,0,0,0,3750,120000,3750,120000,FALSE,37.5,37.5,37.5,1,TRUE,
m7a.32xlarge,m7a,cpu,512,128,AMD EPYC 9R14 Processor,3.7,EBS only,50 Gigabit,"use1-az2, use1-az4, use1-az5, use1-az6",7.4189,4.9076,4.5804,3.3652,2.929,0.531824124870264,FALSE,amd,other,0,0,0,0,5000,160000,5000,160000,FALSE,50,50,50,1,TRUE,
m7a.48xlarge,m7a,cpu,768,192,AMD EPYC 9R14 Processor,3.7,EBS only,50 Gigabit,"use1-az2, use1-az4, use1-az5, use1-az6",11.1283,7.3614,6.8707,5.0478,4.3935,0.531828760906877,FALSE,amd,other,0,0,0,0,5000,240000,5000,240000,FALSE,50,50,50,1,TRUE,
m7a.metal-48xl,m7a,cpu,768,192,AMD EPYC 9R14 Processor,3.7,EBS only,50 Gigabit,"use1-az2, use1-az4, use1-az5, use1-az6",11.1283,7.3614,6.8707,5.0478,4.3935,0.531828760906877,FALSE,amd,other,0,0,0,0,5000,240000,5000,240000,FALSE,50,50,50,1,TRUE,
m7g.medium,m7g,cpu,4,1,AWS Graviton3 Processor,2.5,EBS only,Up to 12.5 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.0408,0.027,0.0252,0.0185,0.0161,0.531862745098039,FALSE,graviton,other,0,0,0,0,39.38,2500,1250,40000,TRUE,0.52,12.5,12.5,1,TRUE,
m7g.large,m7g,cpu,8,2,AWS Graviton3 Processor,2.5,EBS only,Up to 12.5 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.0816,0.054,0.0503,0.037,0.0322,0.53155637254902,FALSE,graviton,other,0,0,0,0,78.75,3600,1250,40000,TRUE,0.937,12.5,12.5,1,TRUE,
m7g.xlarge,m7g,cpu,16,4,AWS Graviton3 Processor,2.5,EBS only,Up to 12.5 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.1632,0.108,0.1008,0.074,0.0644,0.531862745098039,FALSE,graviton,other,0,0,0,0,156.25,6000,1250,40000,TRUE,1.876,12.5,12.5,1,TRUE,
m7g.2xlarge,m7g,cpu,32,8,AWS Graviton3 Processor,2.5,EBS only,Up to 15 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.3264,0.2159,0.2015,0.1481,0.1289,0.531862745098039,FALSE,graviton,other,0,0,0,0,312.5,12000,1250,40000,TRUE,3.75,15,15,1,TRUE,
m7g.4xlarge,m7g,cpu,64,16,AWS Graviton3 Processor,2.5,EBS only,Up to 15 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.6528,0.4318,0.4031,0.2961,0.2577,0.531824448529412,FALSE,graviton,other,0,0,0,0,625,20000,1250,40000,TRUE,7.5,15,15,1,TRUE,
m7g.8xlarge,m7g,cpu,128,32,AWS Graviton3 Processor,2.5,EBS only,15 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",1.3056,0.8637,0.8061,0.5922,0.5154,0.531824448529412,FALSE,graviton,other,0,0,0,0,1250,40000,1250,40000,FALSE,15,15,15,1,TRUE,
